NAME, WHILE_WAIT, SYNCHRONIZED_METHODS, SYNCHRONIZED_BLOCKS, WHILE_WAIT, CONDITIONAL_WAIT, DOUBLE_CHECKED_LOCK, LOCK_CALLS, UNLOCK_CALLS, WAIT_CALLS, NOTIFY_CALLS, NOTIFYALL_CALLS, SLEEP_CALLS, YIELD_CALLS, JOIN_CALLS, START_CALLS, RUN_CALLS, NESTEDNESS_LOCKS, NESTEDNESS_SYNCHRONIZED, NESTEDNESS_CONDITIONALS, NESTEDNESS_LOOPS
360-Engine-for-Android->PollThread->stopConnection(325549), 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->PollThread->run(634952), 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 4, 1
360-Engine-for-Android->PollThread->startRpgPolling(250475), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0
360-Engine-for-Android->HeartbeatSenderThread->stopConnection(263503), 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->TcpConnectionThread->run(878712), 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 3
360-Engine-for-Android->TcpConnectionThread->haltAndRetryConnection(438392), 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0
360-Engine-for-Android->TcpConnectionThread->stopThread(179572), 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->TcpConnectionThread->stopConnection(652090), 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->TcpConnectionThread->notifyOfItemInRequestQueue(613361), 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->TcpConnectionThread->notifyOfUiActivity(631544), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0
360-Engine-for-Android->TcpConnectionThread->notifyOfRegainedNetworkCoverage(730142), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->TimeOutWatcher->run(322527), 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 1
360-Engine-for-Android->TimeOutWatcher->addRequest(27949), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0
360-Engine-for-Android->TimeOutWatcher->removeRequest(375836), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 4, 1
360-Engine-for-Android->TimeOutWatcher->kill(722847), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
360-Engine-for-Android->TimeOutWatcher->invalidateAllRequests(143839), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1
360-Engine-for-Android->TimeOutWatcher->getRequestsCount(377754), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0
360-Engine-for-Android->TimeOutWatcher->getRequestsArray(353982), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0
360-Engine-for-Android->WorkerThread->wakeUp(588785), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->WorkerThread->threadLoopSleep(918157), 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->Item->setThumbnail(291644), 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0
360-Engine-for-Android->BackgroundThread->doWork(630183), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->BackgroundThread->threadWait(745795), 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
360-Engine-for-Android->BackgroundThread->killThread(628678), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->ContactSyncEngineTest->testAllSyncs(330300), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 1, 1
360-Engine-for-Android->ContactSyncEngineTest->testNativeSync_newEngineInstantiation(818844), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1
360-Engine-for-Android->DummyContactSyncEngine->onProcessorComplete(111943), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->DummyContactSyncEngine->setActiveRequestId(423074), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->DummyContactSyncEngine->waitForProcessorComplete(776571), 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1
360-Engine-for-Android->ObserverThread->threadSleep(872986), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->NativeContactsApiTestHelper->threadSleep(693725), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->UploadServerContactProcessorTest->reportBackToEngine(798154), 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
360-Engine-for-Android->EngineTestFramework->run(853676), 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1
360-Engine-for-Android->EngineTestFramework->waitForEvent(287314), 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
360-Engine-for-Android->EngineTestFramework->kickWorkerThread(44830), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->EngineTestFramework->onUiEvent(212226), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->EngineTestFramework->stopEventThread(113228), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->EngineTestFramework->onEngineException(619565), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
360-Engine-for-Android->PeopleTestConnectionThread->stopThread(809087), 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->PeopleTestConnectionThread->run(143070), 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1
360-Engine-for-Android->PeopleTestConnectionThread->notifyOfItemInRequestQueue(4677), 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
360-Engine-for-Android->PeopleServiceTest->eventWatcherThreadMain(350078), 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0
IronJacamar->WrappedConnection->close(982955), 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1
IronJacamar->WrappedResultSet->getUnderlyingResultSet(876948), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IronJacamar->WrappedResultSet->deleteRow(679675), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IronJacamar->WrappedResultSet->insertRow(557282), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IronJacamar->WrappedResultSet->updateRow(590420), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IronJacamar->XAManagedConnection->start(930869), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0
IronJacamar->CachedConnectionManager->getCloseConnectionSynchronization(48322), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
IronJacamar->TxConnectionListener->enlist(687956), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1
IronJacamar->AbstractPool->getTransactionOldConnection(108588), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
IronJacamar->AbstractPool->getTransactionNewConnection(483480), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0
IronJacamar->IdleRemover->internalRegisterPool(359315), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0
IronJacamar->IdleRemover->waitForBackgroundThread(388324), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0
IronJacamar->JBossConnectionValidator->run(290110), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
IronJacamar->PoolFiller->run(129823), 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3
IronJacamar->PoolFiller->internalFillPool(84893), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0
IronJacamar->SemaphoreArrayListManagedConnectionPool->getConnection(444399), 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1
IronJacamar->SemaphoreArrayListManagedConnectionPool->fillToMin(329473), 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1
IronJacamar->SemaphoreArrayListManagedConnectionPool->validateConnections(614631), 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1
IronJacamar->ConnectionValidator->internalRegisterPool(768676), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0
IronJacamar->ClassLoaderAction->waitForBackgroundThread(952095), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0
IronJacamar->JBossConnectionValidator->run(244659), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
IronJacamar->TransactionSynchronizer->getUnenlisted(125135), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1
IronJacamar->TransactionSynchronizer->enlisted(317521), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
IronJacamar->TxConnectionManagerImpl->transactionStarted(256787), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1
IronJacamar->SimpleWork->run(948249), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0
IronJacamar->LifeThread->run(135201), 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
JGroups->AbstractConnectionMap->hasOpenConnection(244442), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->AbstractConnectionMap->hasConnection(726718), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->AbstractConnectionMap->addConnection(930726), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->AbstractConnectionMap->getNumConnections(596492), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->AbstractConnectionMap->printConnections(197867), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
JGroups->AbstractConnectionMap->removeConnection(847870), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->AbstractConnectionMap->retainAll(909116), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1
JGroups->AbstractConnectionMap->stop(972676), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1
JGroups->AbstractConnectionMap->clear(326159), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->Reaper->run(482862), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2
JGroups->BasicConnectionTable->addConnection(279448), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0
JGroups->Connection->_send(753597), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->Reaper->run(230006), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 4, 2
JGroups->ConnectionTableNIO->stop(24604), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2
JGroups->ConnectionTableNIO->run(941476), 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 2
JGroups->DistributedQueue->remove(888101), 0, 0, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1
JGroups->DistributedQueue->_add(755706), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
JGroups->DistributedQueue->_addAtHead(648096), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
JGroups->DistributedQueue->_private_reset(8348), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
JGroups->DistributedQueue->_remove(420780), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
JGroups->DistributedQueue->_addAll(324506), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
JGroups->GroupRequest->receiveResponse(393233), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->GroupRequest->suspect(201568), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->GroupRequest->viewChange(553542), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1
JGroups->GroupRequest->get(48786), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->GroupRequest->get(283372), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->MultiRequest->receiveResponse(961576), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->MultiRequest->suspect(848146), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->MultiRequest->viewChange(687955), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1
JGroups->MultiRequest->get(237709), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->MultiRequest->get(631967), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->MultiRequest->toString(582450), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1
JGroups->NotificationBus->viewAccepted(975985), 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1
JGroups->Request->execute(80557), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->Request->getResponsesComplete(725158), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->Request->cancel(772578), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->Request->isCancelled(861073), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->ConnectionAcceptor->run(749904), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1
JGroups->TCPConnection->_send(432192), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->Sender->close(941179), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->Mapper->getConnection(630789), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0
JGroups->Mapper->connectionEstablishedTo(125191), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->Mapper->toString(411487), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
JGroups->UnicastRequest->receiveResponse(537085), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->UnicastRequest->suspect(898531), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->UnicastRequest->viewChange(204467), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0
JGroups->UnicastRequest->get(675045), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
JGroups->UnicastRequest->get(823978), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->StompChat->showStatus(183033), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0
JGroups->StompChat->onMessage(100396), 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0
JGroups->StompDraw->onMessage(191692), 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0
JGroups->Multiplexer->handleMergeView(905116), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1
JGroups->BARRIER->up(372379), 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1
JGroups->BARRIER->closeBarrier(185682), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2
JGroups->BARRIER->openBarrier(394021), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0
JGroups->DISCARD_PAYLOAD->down(382772), 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0
JGroups->Discovery->findInitialMembers(811078), 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0
JGroups->Responses->addResponse(762556), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0
JGroups->Responses->get(79606), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1
JGroups->ENCRYPT->_decrypt(995113), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0
JGroups->FC->unblock(667566), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1
JGroups->FC->start(809272), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0
JGroups->FC->stop(9213), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
